x-axis		y-axis of best value	y-axis of average value

0		227.500595		278.600830
17		225.383896		40269.121094
18		221.155487		20263.628906
19		213.218689		256.341003
20		200.810486		249.220139
22		191.783081		228.272247
24		185.195496		10214.844727
25		164.295990		212.853073
28		161.802094		189.346725
30		157.847092		10182.029297
31		157.369492		200175.015625
32		156.074982		10171.287109
33		154.523987		167.409134
35		154.324799		10161.259766
37		153.928497		157.304016
38		153.419693		10156.021484
39		153.361481		155.738129
41		153.290085		630157.812500
42		153.198288		10154.690430
44		153.151489		10154.090820
45		152.994293		154.010483
47		152.985901		153.424408
48		152.973892		10153.325195
49		152.943298		10153.146484
50		152.922897		153.195541
53		152.916901		10153.048828
